n,m,sparsiness,number,p,time,name
500,2500,99,1,0.3,0.4209284782409668,sparse30
500,17500,99,0,0.3,1.1991260051727295,sparseextra30
500,17500,99,1,0.3,1.2478094100952148,sparseextra30
300,9900,99,1,0.3,0.34990715980529785,sparseextra30
3000,360000,97,0,0.3,97.81876301765442,sparseextra30
500,2500,99,3,0.3,0.40070271492004395,sparse30
1000,10000,99,0,0.3,2.4293434619903564,fewimportant
500,27500,95,2,0.3,2.419344902038574,sparseextra30
100,3500,95,2,0.3,0.0349581241607666,sparseextra30
300,4500,95,2,0.3,0.30521082878112793,sparse30
300,2700,97,4,0.3,0.1889021396636963,sparse30
100,2500,75,4,0.3,0.04346466064453125,density
3000,270000,97,3,0.3,78.15800714492798,sparse30
50,1575,97,0,0.3,0.007753133773803711,sparseextra30
300,11700,97,2,0.3,0.5422260761260986,sparseextra30
500,12500,95,4,0.3,1.6948926448822021,sparse30
300,900,99,0,0.3,0.11013078689575195,sparse30
3000,540000,95,4,0.3,201.93592500686646,sparseextra30
500,17500,99,2,0.3,1.3125531673431396,sparseextra30
1000,50000,95,3,0.3,5.033749580383301,sparse30
200,7200,97,0,0.3,0.18546247482299805,sparseextra30
3000,90000,99,4,0.3,63.000216245651245,sparse30
1000,60000,97,1,0.3,6.341902256011963,sparseextra30
200,2000,95,2,0.3,0.08599543571472168,sparse30
3000,180000,99,4,0.3,59.16925573348999,sparseextra30
50,25,99,3,0.3,0.0044405460357666016,sparse30
300,4500,95,0,0.3,0.30092573165893555,sparse30
300,45000,50,0,0.3,1.2893729209899902,density
50,1625,95,1,0.3,0.007973194122314453,sparseextra30
3000,90000,99,0,0.3,62.604716539382935,sparse30
500,17500,99,4,0.3,1.1791942119598389,sparseextra30
200,400,99,0,0.3,0.0404055118560791,sparse30
50,1525,99,1,0.3,0.00713658332824707,sparseextra30
50,125,95,0,0.3,0.0050275325775146484,sparse30
300,13500,95,2,0.3,0.7516663074493408,sparseextra30
200,6400,99,1,0.3,0.13286471366882324,sparseextra30
500,22500,97,3,0.3,2.4644548892974854,sparseextra30
50,1575,97,4,0.3,0.007944583892822266,sparseextra30
300,4500,95,3,0.3,0.29738545417785645,sparse30
100,5000,50,2,0.3,0.048125267028808594,density
1000,23024,99,2,0.3,6.521956205368042,fewimportantextra
50,1525,99,2,0.3,0.007584571838378906,sparseextra30
1000,10000,99,0,0.3,2.430051803588867,sparse30
200,8000,95,4,0.3,0.2303917407989502,sparseextra30
500,12500,95,1,0.3,1.723520278930664,sparse30
100,2500,75,2,0.3,0.05993938446044922,density
100,500,95,2,0.3,0.01830291748046875,sparse30
300,11700,97,3,0.3,0.5614798069000244,sparseextra30
300,13500,95,1,0.3,0.7576761245727539,sparseextra30
200,8000,95,3,0.3,0.22229576110839844,sparseextra30
300,45000,50,2,0.3,1.2712221145629883,density
300,9900,99,3,0.3,0.35202860832214355,sparseextra30
200,1200,97,3,0.3,0.06755638122558594,sparse30
1000,80000,95,2,0.3,7.030303478240967,sparseextra30
1000,50000,95,1,0.3,5.012953519821167,sparse30
200,2000,95,0,0.3,0.11509132385253906,sparse30
500,7500,97,1,0.3,0.8803684711456299,sparse30
50,25,99,0,0.3,0.007349252700805664,sparse30
200,2000,95,1,0.3,0.09168243408203125,sparse30
100,300,97,2,0.3,0.01300358772277832,sparse30
50,1575,97,2,0.3,0.0077056884765625,sparseextra30
50,75,97,0,0.3,0.004728555679321289,sparse30
1000,80000,95,0,0.3,7.014670133590698,sparseextra30
1000,10000,99,1,0.3,2.4541726112365723,sparse30
100,3300,97,1,0.3,0.030435800552368164,sparseextra30
100,2500,75,0,0.3,0.04287862777709961,density
300,4500,95,1,0.3,0.29633235931396484,sparse30
300,11700,97,1,0.3,0.5590369701385498,sparseextra30
300,22500,75,3,0.3,0.6292088031768799,density
1000,80000,95,1,0.3,7.034441232681274,sparseextra30
200,1200,97,1,0.3,0.06818914413452148,sparse30
1000,40000,99,1,0.3,8.698288440704346,sparseextra30
50,25,99,2,0.3,0.004450321197509766,sparse30
50,1625,95,0,0.3,0.013123273849487305,sparseextra30
500,17500,99,3,0.3,1.2723414897918701,sparseextra30
200,2000,95,4,0.3,0.08608174324035645,sparse30
200,1200,97,0,0.3,0.06511569023132324,sparse30
50,1525,99,0,0.3,0.007263898849487305,sparseextra30
1000,10000,99,2,0.3,2.3938703536987305,fewimportant
200,400,99,2,0.3,0.0449368953704834,sparse30
1000,30000,97,2,0.3,6.9836745262146,sparse30
100,2500,75,3,0.3,0.04474496841430664,density
50,1575,97,1,0.3,0.0077669620513916016,sparseextra30
50,125,95,3,0.3,0.0050203800201416016,sparse30
3000,540000,95,0,0.3,202.08755683898926,sparseextra30
100,2500,75,1,0.3,0.04254317283630371,density
300,13500,95,0,0.3,0.7340285778045654,sparseextra30
1000,40000,99,4,0.3,8.277729272842407,sparseextra30
300,900,99,1,0.3,0.11253571510314941,sparse30
1000,10000,99,4,0.3,2.4347236156463623,fewimportant
500,22500,97,0,0.3,2.468273401260376,sparseextra30
3000,270000,97,1,0.3,78.06129145622253,sparse30
1000,30000,97,3,0.3,6.966102838516235,sparse30
1000,50000,95,4,0.3,5.024864912033081,sparse30
100,500,95,1,0.3,0.029915809631347656,sparse30
100,5000,50,1,0.3,0.04754376411437988,density
50,125,95,2,0.3,0.004845857620239258,sparse30
3000,540000,95,2,0.3,201.92580556869507,sparseextra30
200,7200,97,1,0.3,0.18346500396728516,sparseextra30
3000,180000,99,2,0.3,58.07102704048157,sparseextra30
300,22500,75,4,0.3,0.6374630928039551,density
500,2500,99,4,0.3,0.39730262756347656,sparse30
300,2700,97,0,0.3,0.18645071983337402,sparse30
500,27500,95,4,0.3,1.972627878189087,sparseextra30
500,7500,97,4,0.3,0.8959462642669678,sparse30
100,3500,95,4,0.3,0.03386068344116211,sparseextra30
50,1625,95,2,0.3,0.017465829849243164,sparseextra30
100,3500,95,0,0.3,0.0339198112487793,sparseextra30
200,2000,95,3,0.3,0.08580756187438965,sparse30
300,11700,97,0,0.3,0.5366716384887695,sparseextra30
50,1625,95,4,0.3,0.008253812789916992,sparseextra30
1000,60000,97,0,0.3,6.640367031097412,sparseextra30
100,100,99,4,0.3,0.010475873947143555,sparse30
100,300,97,1,0.3,0.012928485870361328,sparse30
3000,90000,99,2,0.3,63.523799896240234,sparse30
200,400,99,1,0.3,0.05550122261047363,sparse30
300,22500,75,1,0.3,0.6258995532989502,density
200,1200,97,4,0.3,0.0660097599029541,sparse30
50,25,99,4,0.3,0.004451751708984375,sparse30
100,3500,95,3,0.3,0.19450926780700684,sparseextra30
50,75,97,1,0.3,0.00550079345703125,sparse30
1000,10000,99,1,0.3,2.4335505962371826,fewimportant
200,8000,95,1,0.3,0.22566747665405273,sparseextra30
50,125,95,1,0.3,0.004976749420166016,sparse30
3000,450000,95,0,0.3,184.12551617622375,sparse30
3000,540000,95,3,0.3,203.0572109222412,sparseextra30
100,3500,95,1,0.3,0.04828906059265137,sparseextra30
1000,60000,97,4,0.3,6.775716543197632,sparseextra30
100,100,99,0,0.3,0.010286569595336914,sparse30
100,3300,97,0,0.3,0.04569506645202637,sparseextra30
200,7200,97,4,0.3,0.19595885276794434,sparseextra30
1000,30000,97,1,0.3,7.2043657302856445,sparse30
500,7500,97,0,0.3,0.9101078510284424,sparse30
300,45000,50,1,0.3,1.2923057079315186,density
1000,40000,99,0,0.3,8.478698253631592,sparseextra30
50,75,97,3,0.3,0.005049467086791992,sparse30
300,900,99,4,0.3,0.11191773414611816,sparse30
200,6400,99,3,0.3,0.12964940071105957,sparseextra30
200,6400,99,4,0.3,0.13376808166503906,sparseextra30
100,100,99,2,0.3,0.010514497756958008,sparse30
50,75,97,2,0.3,0.004651069641113281,sparse30
1000,40000,99,2,0.3,8.632643938064575,sparseextra30
300,45000,50,4,0.3,1.2803304195404053,density
3000,360000,97,2,0.3,98.83169364929199,sparseextra30
50,1625,95,3,0.3,0.013261556625366211,sparseextra30
50,1575,97,3,0.3,0.00806117057800293,sparseextra30
500,22500,97,2,0.3,2.512425184249878,sparseextra30
500,2500,99,2,0.3,0.4015793800354004,sparse30
300,9900,99,2,0.3,0.3559880256652832,sparseextra30
200,8000,95,0,0.3,0.22876977920532227,sparseextra30
100,500,95,0,0.3,0.016232013702392578,sparse30
200,1200,97,2,0.3,0.06762480735778809,sparse30
300,2700,97,2,0.3,0.1915755271911621,sparse30
300,13500,95,4,0.3,0.7060704231262207,sparseextra30
300,45000,50,3,0.3,1.2648632526397705,density
100,5000,50,0,0.3,0.04773426055908203,density
100,3300,97,4,0.3,0.03064560890197754,sparseextra30
3000,270000,97,2,0.3,77.75164437294006,sparse30
200,7200,97,3,0.3,0.20056605339050293,sparseextra30
500,22500,97,4,0.3,2.480165481567383,sparseextra30
1000,30000,97,4,0.3,6.9208714962005615,sparse30
300,2700,97,1,0.3,0.18874526023864746,sparse30
3000,360000,97,3,0.3,97.46843886375427,sparseextra30
100,100,99,3,0.3,0.010508537292480469,sparse30
1000,30000,97,0,0.3,6.9542059898376465,sparse30
100,300,97,4,0.3,0.013184309005737305,sparse30
1000,60000,97,3,0.3,6.064910650253296,sparseextra30
100,3300,97,3,0.3,0.029903650283813477,sparseextra30
300,2700,97,3,0.3,0.1920928955078125,sparse30
3000,270000,97,0,0.5,77.55451607704163,sparse30
3000,450000,95,1,0.5,182.7072525024414,sparse30
1000,50000,95,2,0.5,15.70745849609375,sparse30
1000,10000,99,3,0.5,4.031121730804443,sparse30
300,900,99,3,0.5,0.12119102478027344,sparse30
1000,10000,99,2,0.5,4.218794107437134,sparse30
3000,90000,99,3,0.5,97.97550463676453,sparse30
500,12500,95,2,0.5,1.7416205406188965,sparse30
1000,80000,95,3,0.5,9.563338279724121,sparseextra30
300,11700,97,4,0.5,0.572012186050415,sparseextra30
3000,270000,97,4,0.5,78.42210936546326,sparse30
100,500,95,3,0.5,0.01773810386657715,sparse30
500,2500,99,0,0.5,0.46607112884521484,sparse30
1000,40000,99,3,0.5,9.525875806808472,sparseextra30
100,3100,99,1,0.5,0.02479839324951172,sparseextra30
50,1525,99,3,0.5,0.007321834564208984,sparseextra30
300,22500,75,0,0.5,0.6347031593322754,density
1000,23024,99,0,0.5,6.997374773025513,fewimportantextra
200,8000,95,2,0.5,0.23006939888000488,sparseextra30
3000,180000,99,0,0.5,237.00324177742004,sparseextra30
200,400,99,4,0.5,0.06239461898803711,sparse30
500,27500,95,0,0.5,3.7636358737945557,sparseextra30
100,3100,99,0,0.5,0.025322437286376953,sparseextra30
300,9900,99,0,0.5,0.40216946601867676,sparseextra30
300,4500,95,4,0.5,0.317394495010376,sparse30
500,12500,95,0,0.5,1.7067193984985352,sparse30
3000,540000,95,1,0.5,202.10385298728943,sparseextra30
300,22500,75,2,0.5,0.628361701965332,density
200,7200,97,2,0.5,0.20000410079956055,sparseextra30
500,27500,95,1,0.5,3.880948781967163,sparseextra30
100,3300,97,2,0.5,0.03203129768371582,sparseextra30
500,7500,97,3,0.5,0.9538254737854004,sparse30
500,7500,97,2,0.5,0.9535892009735107,sparse30
100,3100,99,3,0.5,0.02485036849975586,sparseextra30
1000,23024,99,3,0.5,6.825291156768799,fewimportantextra
1000,80000,95,4,0.5,12.334949970245361,sparseextra30
1000,23024,99,1,0.5,6.822665452957153,fewimportantextra
100,5000,50,3,0.5,0.06171584129333496,density
300,9900,99,4,0.5,0.4118006229400635,sparseextra30
1000,10000,99,4,0.5,4.1579108238220215,sparse30
300,900,99,2,0.5,0.12073063850402832,sparse30
200,6400,99,0,0.5,0.1327040195465088,sparseextra30
50,125,95,4,0.5,0.0049555301666259766,sparse30
50,25,99,1,0.5,0.0049250125885009766,sparse30
100,5000,50,4,0.5,0.07715940475463867,density
3000,90000,99,1,0.5,98.9223096370697,sparse30
500,12500,95,3,0.5,1.7354705333709717,sparse30
200,6400,99,2,0.5,0.15854549407958984,sparseextra30
3000,360000,97,4,0.5,97.5777633190155,sparseextra30
100,300,97,0,0.5,0.01427006721496582,sparse30
200,400,99,3,0.5,0.041489601135253906,sparse30
1000,50000,95,0,0.5,16.14528465270996,sparse30
3000,180000,99,1,0.5,237.51064133644104,sparseextra30
3000,180000,99,3,0.5,232.0876648426056,sparseextra30
500,22500,97,1,0.5,2.6138358116149902,sparseextra30
3000,450000,95,4,0.5,181.703449010849,sparse30
3000,450000,95,3,0.5,178.11127734184265,sparse30
3000,360000,97,1,0.5,96.84215426445007,sparseextra30
50,1525,99,4,0.5,0.007029294967651367,sparseextra30
1000,60000,97,2,0.5,22.15090847015381,sparseextra30
100,3100,99,4,0.5,0.02634429931640625,sparseextra30
1000,23024,99,4,0.5,7.1436684131622314,fewimportantextra
500,27500,95,3,0.5,3.863272190093994,sparseextra30
1000,10000,99,3,0.5,4.04535174369812,fewimportant
300,13500,95,3,0.5,0.7231347560882568,sparseextra30
50,75,97,4,0.5,0.004553794860839844,sparse30
100,300,97,3,0.5,0.013943672180175781,sparse30
100,3100,99,2,0.5,0.024834156036376953,sparseextra30
100,100,99,1,0.5,0.011041402816772461,sparse30
3000,450000,95,2,0.5,183.63211822509766,sparse30
100,500,95,4,0.5,0.017554044723510742,sparse30
500,2500,99,1,0.5,0.4927334785461426,sparse30
500,17500,99,0,0.5,1.3372175693511963,sparseextra30
500,17500,99,1,0.5,1.3327629566192627,sparseextra30
300,9900,99,1,0.5,0.3764007091522217,sparseextra30
3000,360000,97,0,0.5,97.65997910499573,sparseextra30
500,2500,99,3,0.5,0.48387598991394043,sparse30
1000,10000,99,0,0.5,4.058363199234009,fewimportant
500,27500,95,2,0.5,3.819309949874878,sparseextra30
100,3500,95,2,0.5,0.038942575454711914,sparseextra30
300,4500,95,2,0.5,0.3480360507965088,sparse30
300,2700,97,4,0.5,0.26529884338378906,sparse30
100,2500,75,4,0.5,0.04438424110412598,density
3000,270000,97,3,0.5,78.58585810661316,sparse30
50,1575,97,0,0.5,0.007450580596923828,sparseextra30
300,11700,97,2,0.5,0.5454933643341064,sparseextra30
500,12500,95,4,0.5,1.7570960521697998,sparse30
300,900,99,0,0.5,0.11753201484680176,sparse30
3000,540000,95,4,0.5,201.98833012580872,sparseextra30
500,17500,99,2,0.5,1.42533278465271,sparseextra30
1000,50000,95,3,0.5,15.531530618667603,sparse30
200,7200,97,0,0.5,0.19789958000183105,sparseextra30
3000,90000,99,4,0.5,98.41199064254761,sparse30
1000,60000,97,1,0.5,22.04336404800415,sparseextra30
200,2000,95,2,0.5,0.11440825462341309,sparse30
3000,180000,99,4,0.5,230.5883469581604,sparseextra30
50,25,99,3,0.5,0.004307985305786133,sparse30
300,4500,95,0,0.5,0.3252577781677246,sparse30
300,45000,50,0,0.5,1.2912869453430176,density
50,1625,95,1,0.5,0.007823705673217773,sparseextra30
3000,90000,99,0,0.5,99.54906702041626,sparse30
500,17500,99,4,0.5,1.3682780265808105,sparseextra30
200,400,99,0,0.5,0.040538787841796875,sparse30
50,1525,99,1,0.5,0.006885528564453125,sparseextra30
50,125,95,0,0.5,0.005312919616699219,sparse30
300,13500,95,2,0.5,0.7691752910614014,sparseextra30
200,6400,99,1,0.5,0.13842368125915527,sparseextra30
500,22500,97,3,0.5,2.5198755264282227,sparseextra30
50,1575,97,4,0.5,0.007872581481933594,sparseextra30
300,4500,95,3,0.5,0.3280613422393799,sparse30
100,5000,50,2,0.5,0.060880184173583984,density
1000,23024,99,2,0.5,6.733127593994141,fewimportantextra
50,1525,99,2,0.5,0.007096529006958008,sparseextra30
1000,10000,99,0,0.5,4.031130075454712,sparse30
200,8000,95,4,0.5,0.23854613304138184,sparseextra30
500,12500,95,1,0.5,1.7710247039794922,sparse30
100,2500,75,2,0.5,0.042768001556396484,density
100,500,95,2,0.5,0.01805400848388672,sparse30
300,11700,97,3,0.5,0.5612704753875732,sparseextra30
300,13500,95,1,0.5,0.758774995803833,sparseextra30
200,8000,95,3,0.5,0.22237682342529297,sparseextra30
300,45000,50,2,0.5,1.2685935497283936,density
300,9900,99,3,0.5,0.38742923736572266,sparseextra30
200,1200,97,3,0.5,0.08078145980834961,sparse30
1000,80000,95,2,0.5,9.438088417053223,sparseextra30
1000,50000,95,1,0.5,15.86520504951477,sparse30
200,2000,95,0,0.5,0.11659598350524902,sparse30
500,7500,97,1,0.5,0.9334347248077393,sparse30
50,25,99,0,0.5,0.00414586067199707,sparse30
200,2000,95,1,0.5,0.11456942558288574,sparse30
100,300,97,2,0.5,0.014057159423828125,sparse30
50,1575,97,2,0.5,0.007508516311645508,sparseextra30
50,75,97,0,0.5,0.004474639892578125,sparse30
1000,80000,95,0,0.5,12.001305103302002,sparseextra30
1000,10000,99,1,0.5,3.9773757457733154,sparse30
100,3300,97,1,0.5,0.0310056209564209,sparseextra30
100,2500,75,0,0.5,0.06011795997619629,density
300,4500,95,1,0.5,0.32094860076904297,sparse30
300,11700,97,1,0.5,0.5649912357330322,sparseextra30
300,22500,75,3,0.5,0.63187575340271,density
1000,80000,95,1,0.5,11.170077085494995,sparseextra30
200,1200,97,1,0.5,0.07851934432983398,sparse30
1000,40000,99,1,0.5,8.702292203903198,sparseextra30
50,25,99,2,0.5,0.004318714141845703,sparse30
50,1625,95,0,0.5,0.008055925369262695,sparseextra30
500,17500,99,3,0.5,1.3787047863006592,sparseextra30
200,2000,95,4,0.5,0.14414668083190918,sparse30
200,1200,97,0,0.5,0.10182428359985352,sparse30
50,1525,99,0,0.5,0.007050037384033203,sparseextra30
1000,10000,99,2,0.5,4.092645883560181,fewimportant
200,400,99,2,0.5,0.041059017181396484,sparse30
1000,30000,97,2,0.5,10.574061632156372,sparse30
100,2500,75,3,0.5,0.07085609436035156,density
50,1575,97,1,0.5,0.013719797134399414,sparseextra30
50,125,95,3,0.5,0.007358074188232422,sparse30
3000,540000,95,0,0.5,202.7594015598297,sparseextra30
100,2500,75,1,0.5,0.04405999183654785,density
300,13500,95,0,0.5,0.7351150512695312,sparseextra30
1000,40000,99,4,0.5,8.311312675476074,sparseextra30
300,900,99,1,0.5,0.11893486976623535,sparse30
1000,10000,99,4,0.5,4.151134729385376,fewimportant
500,22500,97,0,0.5,2.573737144470215,sparseextra30
3000,270000,97,1,0.5,78.69201350212097,sparse30
1000,30000,97,3,0.5,10.533241987228394,sparse30
1000,50000,95,4,0.5,15.558610439300537,sparse30
100,500,95,1,0.5,0.01900792121887207,sparse30
100,5000,50,1,0.5,0.06164383888244629,density
50,125,95,2,0.5,0.005431652069091797,sparse30
3000,540000,95,2,0.5,203.1094629764557,sparseextra30
200,7200,97,1,0.5,0.21471333503723145,sparseextra30
3000,180000,99,2,0.5,227.8220980167389,sparseextra30
300,22500,75,4,0.5,0.6808054447174072,density
500,2500,99,4,0.5,0.47661924362182617,sparse30
300,2700,97,0,0.5,0.2744483947753906,sparse30
500,27500,95,4,0.5,3.854501485824585,sparseextra30
500,7500,97,4,0.5,0.9499189853668213,sparse30
100,3500,95,4,0.5,0.0369260311126709,sparseextra30
50,1625,95,2,0.5,0.008655309677124023,sparseextra30
100,3500,95,0,0.5,0.04895639419555664,sparseextra30
200,2000,95,3,0.5,0.11391615867614746,sparse30
300,11700,97,0,0.5,0.5370421409606934,sparseextra30
50,1625,95,4,0.5,0.008126974105834961,sparseextra30
1000,60000,97,0,0.5,22.127086639404297,sparseextra30
100,100,99,4,0.5,0.01898932456970215,sparse30
100,300,97,1,0.5,0.013306379318237305,sparse30
3000,90000,99,2,0.5,100.32954668998718,sparse30
200,400,99,1,0.5,0.04139852523803711,sparse30
300,22500,75,1,0.5,0.6248431205749512,density
200,1200,97,4,0.5,0.07725405693054199,sparse30
50,25,99,4,0.5,0.0042269229888916016,sparse30
100,3500,95,3,0.5,0.035295963287353516,sparseextra30
50,75,97,1,0.5,0.004570484161376953,sparse30
1000,10000,99,1,0.5,4.026120901107788,fewimportant
200,8000,95,1,0.5,0.22724366188049316,sparseextra30
50,125,95,1,0.5,0.0049555301666259766,sparse30
3000,450000,95,0,0.5,182.65796899795532,sparse30
3000,540000,95,3,0.5,201.88230872154236,sparseextra30
100,3500,95,1,0.5,0.059092044830322266,sparseextra30
1000,60000,97,4,0.5,21.929805517196655,sparseextra30
100,100,99,0,0.5,0.010240554809570312,sparse30
100,3300,97,0,0.5,0.03204154968261719,sparseextra30
200,7200,97,4,0.5,0.1977396011352539,sparseextra30
1000,30000,97,1,0.5,10.43318772315979,sparse30
500,7500,97,0,0.5,0.9571197032928467,sparse30
300,45000,50,1,0.5,1.2957768440246582,density
1000,40000,99,0,0.5,8.369005918502808,sparseextra30
50,75,97,3,0.5,0.004568576812744141,sparse30
300,900,99,4,0.5,0.11767005920410156,sparse30
200,6400,99,3,0.5,0.13825488090515137,sparseextra30
200,6400,99,4,0.5,0.14732766151428223,sparseextra30
100,100,99,2,0.5,0.010012388229370117,sparse30
50,75,97,2,0.5,0.004347324371337891,sparse30
1000,40000,99,2,0.5,8.631725072860718,sparseextra30
300,45000,50,4,0.5,1.2628543376922607,density
3000,360000,97,2,0.5,97.39600110054016,sparseextra30
50,1625,95,3,0.5,0.007918357849121094,sparseextra30
50,1575,97,3,0.5,0.00726318359375,sparseextra30
500,22500,97,2,0.5,2.5281033515930176,sparseextra30
500,2500,99,2,0.5,0.47673702239990234,sparse30
300,9900,99,2,0.5,0.3786177635192871,sparseextra30
200,8000,95,0,0.5,0.23134875297546387,sparseextra30
100,500,95,0,0.5,0.016950130462646484,sparse30
200,1200,97,2,0.5,0.0810091495513916,sparse30
300,2700,97,2,0.5,0.27086353302001953,sparse30
300,13500,95,4,0.5,0.7137982845306396,sparseextra30
300,45000,50,3,0.5,1.2786104679107666,density
100,5000,50,0,0.5,0.061118125915527344,density
100,3300,97,4,0.5,0.031536102294921875,sparseextra30
3000,270000,97,2,0.5,77.76512885093689,sparse30
200,7200,97,3,0.5,0.18833684921264648,sparseextra30
500,22500,97,4,0.5,2.5580685138702393,sparseextra30
1000,30000,97,4,0.5,10.707822322845459,sparse30
300,2700,97,1,0.5,0.263247013092041,sparse30
3000,360000,97,3,0.5,97.2250759601593,sparseextra30
100,100,99,3,0.5,0.01033926010131836,sparse30
1000,30000,97,0,0.5,10.352055549621582,sparse30
100,300,97,4,0.5,0.013431787490844727,sparse30
1000,60000,97,3,0.5,22.93800926208496,sparseextra30
100,3300,97,3,0.5,0.03180646896362305,sparseextra30
300,2700,97,3,0.5,0.27649688720703125,sparse30
3000,270000,97,0,0.7,79.16990661621094,sparse30
3000,450000,95,1,0.7,183.48978090286255,sparse30
1000,50000,95,2,0.7,21.3190279006958,sparse30
1000,10000,99,3,0.7,5.384098291397095,sparse30
300,900,99,3,0.7,0.13334965705871582,sparse30
1000,10000,99,2,0.7,5.5797951221466064,sparse30
3000,90000,99,3,0.7,97.45686650276184,sparse30
500,12500,95,2,0.7,1.7577323913574219,sparse30
1000,80000,95,3,0.7,34.067363262176514,sparseextra30
300,11700,97,4,0.7,0.6894934177398682,sparseextra30
3000,270000,97,4,0.7,78.91780877113342,sparse30
100,500,95,3,0.7,0.03619861602783203,sparse30
500,2500,99,0,0.7,0.616248607635498,sparse30
1000,40000,99,3,0.7,11.400121688842773,sparseextra30
100,3100,99,1,0.7,0.024186134338378906,sparseextra30
50,1525,99,3,0.7,0.006847381591796875,sparseextra30
300,22500,75,0,0.7,1.2801861763000488,density
1000,23024,99,0,0.7,9.903390884399414,fewimportantextra
200,8000,95,2,0.7,0.25254297256469727,sparseextra30
3000,180000,99,0,0.7,238.33412551879883,sparseextra30
200,400,99,4,0.7,0.04308342933654785,sparse30
500,27500,95,0,0.7,3.782292604446411,sparseextra30
100,3100,99,0,0.7,0.0494842529296875,sparseextra30
300,9900,99,0,0.7,0.4326298236846924,sparseextra30
300,4500,95,4,0.7,0.4571545124053955,sparse30
500,12500,95,0,0.7,1.7698614597320557,sparse30
3000,540000,95,1,0.7,201.7399561405182,sparseextra30
300,22500,75,2,0.7,1.2728781700134277,density
200,7200,97,2,0.7,0.22731661796569824,sparseextra30
500,27500,95,1,0.7,3.8306398391723633,sparseextra30
100,3300,97,2,0.7,0.03274869918823242,sparseextra30
500,7500,97,3,0.7,1.6116368770599365,sparse30
500,7500,97,2,0.7,1.5668137073516846,sparse30
100,3100,99,3,0.7,0.024506092071533203,sparseextra30
1000,23024,99,3,0.7,10.698731899261475,fewimportantextra
1000,80000,95,4,0.7,33.54570174217224,sparseextra30
1000,23024,99,1,0.7,9.993457078933716,fewimportantextra
100,5000,50,3,0.7,0.06933355331420898,density
300,9900,99,4,0.7,0.44225120544433594,sparseextra30
1000,10000,99,4,0.7,5.426839828491211,sparse30
300,900,99,2,0.7,0.13420915603637695,sparse30
200,6400,99,0,0.7,0.13138961791992188,sparseextra30
50,125,95,4,0.7,0.00898599624633789,sparse30
50,25,99,1,0.7,0.004311800003051758,sparse30
100,5000,50,4,0.7,0.06286287307739258,density
3000,90000,99,1,0.7,98.78332781791687,sparse30
500,12500,95,3,0.7,1.7678894996643066,sparse30
200,6400,99,2,0.7,0.1513669490814209,sparseextra30
3000,360000,97,4,0.7,97.54279160499573,sparseextra30
100,300,97,0,0.7,0.3436739444732666,sparse30
200,400,99,3,0.7,0.05976295471191406,sparse30
1000,50000,95,0,0.7,21.117314100265503,sparse30
3000,180000,99,1,0.7,241.31689047813416,sparseextra30
3000,180000,99,3,0.7,235.279394865036,sparseextra30
500,22500,97,1,0.7,2.6540565490722656,sparseextra30
3000,450000,95,4,0.7,182.88745021820068,sparse30
3000,450000,95,3,0.7,182.38724541664124,sparse30
3000,360000,97,1,0.7,97.4003791809082,sparseextra30
50,1525,99,4,0.7,0.010380744934082031,sparseextra30
1000,60000,97,2,0.7,22.505443334579468,sparseextra30
100,3100,99,4,0.7,0.025413036346435547,sparseextra30
1000,23024,99,4,0.7,9.698976516723633,fewimportantextra
500,27500,95,3,0.7,3.8194057941436768,sparseextra30
1000,10000,99,3,0.7,5.401332855224609,fewimportant
300,13500,95,3,0.7,0.7680799961090088,sparseextra30
50,75,97,4,0.7,0.0045087337493896484,sparse30
100,300,97,3,0.7,0.014592170715332031,sparse30
100,3100,99,2,0.7,0.024672508239746094,sparseextra30
100,100,99,1,0.7,0.021530628204345703,sparse30
3000,450000,95,2,0.7,185.31580638885498,sparse30
100,500,95,4,0.7,0.03232836723327637,sparse30
500,2500,99,1,0.7,0.6260097026824951,sparse30
500,17500,99,0,0.7,1.6044600009918213,sparseextra30
500,17500,99,1,0.7,1.6724579334259033,sparseextra30
300,9900,99,1,0.7,0.38771533966064453,sparseextra30
3000,360000,97,0,0.7,97.93120837211609,sparseextra30
500,2500,99,3,0.7,0.6111786365509033,sparse30
1000,10000,99,0,0.7,5.293927192687988,fewimportant
500,27500,95,2,0.7,3.822019577026367,sparseextra30
100,3500,95,2,0.7,0.0375208854675293,sparseextra30
300,4500,95,2,0.7,0.4557762145996094,sparse30
300,2700,97,4,0.7,0.31046438217163086,sparse30
100,2500,75,4,0.7,0.04419755935668945,density
3000,270000,97,3,0.7,78.49293398857117,sparse30
50,1575,97,0,0.7,0.007530927658081055,sparseextra30
300,11700,97,2,0.7,0.6259334087371826,sparseextra30
500,12500,95,4,0.7,1.766767978668213,sparse30
300,900,99,0,0.7,0.126662015914917,sparse30
3000,540000,95,4,0.7,202.41576743125916,sparseextra30
500,17500,99,2,0.7,1.7846126556396484,sparseextra30
1000,50000,95,3,0.7,21.45546293258667,sparse30
200,7200,97,0,0.7,0.22388887405395508,sparseextra30
3000,90000,99,4,0.7,97.95544576644897,sparse30
1000,60000,97,1,0.7,22.18745183944702,sparseextra30
200,2000,95,2,0.7,0.13148140907287598,sparse30
3000,180000,99,4,0.7,232.0795841217041,sparseextra30
50,25,99,3,0.7,0.004054069519042969,sparse30
300,4500,95,0,0.7,0.46053409576416016,sparse30
